,H100,H101,H102,H103,H104,H105,H106,H107,H108,H109,H110,H111,H112,H113,H114,H115,H116,H117,H118,H119,H120,H121,H122,H123,H124,H125,H126,H127,H128,H129,H130,H131,H132,H133,H134,H135,H136,H137,H138,H139,H140,H141,H142,H143,H144,H145,H146,H147,H148,H149,H150,H151,H152,H153,H154,H155,H156,H157,H158,H159,H160,H161,H162,H163,H164,H165,H166,H167,H168,H169,H170,H171,H172,H173,H174,H175,H176,H177,H178,H179,H180,H041,H042,H043,H044,H045,H046,H047,H048,H049,H050,H051,H052,H053,H054,H055,H056,H057,H058,H059,H060,H061,H062,H063,H064,H065,H066,H067,H068,H069,H070,H071,H072,H073,H074,H075,H076,H077,H078,H079,H080,H081,H082,H083,H084,H085,H086,H087,H088,H089,H090,H091,H092,H093,H094,H095,H096,H097,H098,H099,taxonomy,otu,old name,new_name,acc,%id,,,,,taxonomy,acc,%identity
Otu1752,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales,Otu1752,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales,#N/A,#N/A,#N/A,,,,Otu2135,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Ditylenchus; s__Ditylenchus+destructor,EU188747,97.24
Otu2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta,Otu2250,Eukaryota;Opisthokonta,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Sarcomonadea_X; f__Sarcomonadea_XX; g__Sarcomonadea_XXX; s__Sarcomonadea_XXX+sp.,EF023422,89.77,,,,Otu2142,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Acrobeloides; s__Acrobeloides+maximus,EU306344,93.18
Otu1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida,Otu1707,Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Glissomonadida; f__Allapsidae; g__Allapsidae_X; s__Allapsidae_X+sp.,AB695526,97.14,,,,Otu2195,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Platyhelminthes; o__Turbellaria; f__Seriata; g__Issoca; s__Issoca+sp.,KC608562,95.91
Otu2652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Archaeplastida,Otu2652,Eukaryota;Archaeplastida,d__Eukaryota; sg__Amoebozoa; p__Lobosa; c__Discosea-Longamoebia; o__Dermamoebida; f__Mayorellidae; g__Mayorella; s__Mayorella+sp.,AY294143,97.01,,,,Otu2212,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Helicotylenchus; s__Helicotylenchus+sp.,JN049684,98.18
Otu854,4,0,0,0,0,0,10,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Incertae Sedis,Otu854,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Incertae Sedis,#N/A,#N/A,#N/A,,,,Otu2224,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Hexapoda; f__Collembola; g__Lepidocyrtus; s__Lepidocyrtus+paradoxus,U61301,98.8
Otu217,0,5,5,4,0,6,10,4,9,1,0,3,15,3,0,0,0,0,2,2,6,4,0,1,3,0,14,4,2,3,8,3,4,0,0,2,2,3,0,0,0,0,2,0,0,3,3,1,0,1,2,5,0,0,2,0,0,0,3,0,8,4,1,17,3,6,4,7,1,1,1,7,9,6,3,36,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,2,1,1,2,1,0,0,0,0,0,0,0,0,7,6,0,8,0,0,23,0,0,Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae,Otu217,Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae,d__Eukaryota; sg__Archaeplastida; p__Chlorophyta; c__Chlorophyceae; o__Chlorophyceae_X; f__Sphaeropleales; g__Westella; s__Westella+botryoides,GQ375104,92.09,,,,Otu2240,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Tylocephalus; s__Tylocephalus+auriculatus,AF202155,99.43
Otu2944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Stramenopiles;Incertae Sedis;Blastocystis,Otu2944,Eukaryota;SAR;Stramenopiles;Incertae Sedis;Blastocystis,#N/A,#N/A,#N/A,,,,Otu2244,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Mollusca; o__Polyplacophora; f__Polyplacophora_X; g__Acanthobdella; s__Acanthobdella+peledina,AF099948,87.36
Otu718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,4,0,0,0,2,0,3,0,0,2,0,0,0,1,0,0,14,1,1,0,11,3,4,0,0,0,2,1,3,0,1,0,0,0,0,0,0,0,1,0,0,1,1,6,5,0,0,2,0,Eukaryota;SAR;Rhizaria;Cercozoa,Otu718,Eukaryota;SAR;Rhizaria;Cercozoa,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Thecofilosea; o__Tectofilosida; f__Fiscullidae; g__Fisculla; s__Fisculla+sp.,JN090862,96,,,,Otu2254,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Hexapoda; f__Insecta; g__Liposcelis; s__Liposcelis+sp.,AY077779,93.08
Otu828,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,1,0,1,0,0,2,4,1,4,0,0,0,0,1,1,0,3,1,2,0,1,0,0,0,0,2,0,1,0,1,3,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Cryptomycota,Otu828,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Cryptomycota,#N/A,#N/A,#N/A,,,,Otu2276,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Hexapoda; f__Collembola; g__Collembola_X; s__Collembola_X+sp.,EF024658,97.09
Otu63,0,7,5,0,1,4,10,7,9,2,0,8,3,13,1,1,2,1,6,9,0,2,5,4,9,4,15,7,5,3,10,0,11,2,2,2,15,4,2,4,6,22,338,50,78,9,3,37,21,34,22,6,11,108,37,3,25,4,9,5,11,108,58,38,6,18,26,49,11,12,3,21,27,20,107,27,51,52,10,21,14,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,1,0,0,0,4,0,0,0,5,0,0,0,0,1,0,0,5,0,2,2,1,0,0,0,3,1,0,0,0,1,4,3,8,2,1,0,0,Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida,Otu63,Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Glissomonadida; f__Allapsidae; g__Allapsidae_X; s__Allapsidae_X+sp.,AB695526,97.14,,,,Otu2294,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Chelicerata; f__Arachnida; g__Gamasiphis; s__Gamasiphis+pulchellus,AF115374,95.09
Otu537,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,2,0,1,12,0,0,1,0,1,2,0,1,4,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,2,1,0,1,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,5,0,Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida,Otu537,Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Imbricatea; o__Euglyphida; f__Trinematidae; g__Trinematidae_X; s__Trinematidae_X+sp.,EF025021,93.18,,,,Otu2355,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Chelicerata; f__Arachnida; g__Microcaeculus; s__Microcaeculus+sp.,AF287232,90
Otu1492,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Otu1492,Eukaryota,d__Eukaryota; sg__Amoebozoa; p__Conosa; c__Variosea; o__ATCC50593-Flamella-WIM80-lineage; f__ATCC50593-lineage; g__ATCC50593-lineage_X; s__ATCC50593-lineage_X+sp.,EU273440,94.22,,,,Otu2371,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Filenchus; s__Filenchus+sp.,KJ869338,91.61
Otu1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Chytridiomycota;Incertae Sedis;Chytridiomycetes,Otu1696,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Chytridiomycota;Incertae Sedis;Chytridiomycetes,#N/A,#N/A,#N/A,,,,Otu2380,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Filenchus; s__Filenchus+facultativus,KJ869310,97.4
Otu1018,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria,Otu1018,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria,#N/A,#N/A,#N/A,,,,Otu2391,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Drasico; s__Drasico+nemoralis,KF573586,93.79
Otu2653,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,2,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Litostomatea;Haptoria,Otu2653,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Litostomatea;Haptoria,d__Eukaryota; sg__Alveolata; p__Ciliophora; c__Litostomatea; o__Haptoria; f__Spathidiidae; g__Arcuospathidium; s__Arcuospathidium+namibiense,JF263442,96,,,,Otu2437,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Tardigrada; o__Tardigrada_X; f__Tardigrada_XX; g__Eremobiotus; s__Eremobiotus+alicatai,FJ435722,98.29
Otu58,1,32,10,0,43,0,98,11,0,2,19,0,0,3,27,1,19,3,5,17,0,7,0,0,2,0,0,0,42,0,1,0,0,2,9,11,14,1,3,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,1,0,0,242,20,0,0,0,0,0,1,1,0,0,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria,Otu58,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria,#N/A,#N/A,#N/A,,,,Otu2469,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Hexapoda; f__Insecta; g__Calliscelio; s__Calliscelio+sp.,JX303679,100
Otu1247,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,90,Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Phragmoplastophyta;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;Liliopsida,Otu1247,Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Phragmoplastophyta;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;Liliopsida,d__Eukaryota; sg__Archaeplastida; p__Streptophyta; c__Embryophyceae; o__Embryophyceae_X; f__Embryophyceae_XX; g__Calyptrocalyx; s__Calyptrocalyx+stenocrista,AY012387,99.41,,,,Otu2473,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Hexapoda; f__Insecta; g__Aleiodes; s__Aleiodes+praetor,DQ022278,96.61
Otu1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Chytridiomycota;Incertae Sedis;Chytridiomycetes,Otu1320,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Chytridiomycota;Incertae Sedis;Chytridiomycetes,#N/A,#N/A,#N/A,,,,Otu2491,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Crustacea; f__Maxillopoda; g__Maxillopoda_X; s__Maxillopoda_X+sp.,KC583165,99.19
Otu355,1,0,0,0,0,2,6,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,6,0,0,2,1,5,0,0,0,0,2,0,0,0,1,1,0,10,0,1,1,2,5,1,1,1,3,10,1,5,2,3,2,1,2,2,5,3,4,2,0,0,6,0,1,0,4,0,0,1,0,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota,Otu355,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota,d__Eukaryota; sg__Stramenopiles; p__Stramenopiles_X; c__MAST; o__MAST-4; f__MAST-4A; g__MAST-4A_X; s__MAST-4A_X+sp.,JQ781977,95.43,,,,Otu2545,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Hexapoda; f__Insecta; g__Rhinusa; s__Rhinusa+antirrhini,JX091136,99.43
Otu1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Rhizaria;Cercozoa;Cercomonadidae;Cercomonas,Otu1412,Eukaryota;SAR;Rhizaria;Cercozoa;Cercomonadidae;Cercomonas,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Cercomonadida; f__Cercomonadidae; g__Cercomonas; s__Cercomonas+sp.,EF024850,91.01,,,,Otu2552,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Helicotylenchus; s__Helicotylenchus+sp.,JN049684,98.19
Otu909,0,4,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,5,3,2,1,0,0,0,0,2,0,7,4,0,1,2,1,4,3,0,2,1,5,0,0,2,3,1,2,0,0,0,0,0,0,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0,Eukaryota,Otu909,Eukaryota,#N/A,#N/A,#N/A,,,,Otu2572,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Chelicerata; f__Arachnida; g__Arachnida_X; s__Arachnida_X+sp.,EF023363,96.57
Otu1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Arthropoda;Hexapoda;Insecta;Pterygota;Palaeoptera;Odonata,Otu1114,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Arthropoda;Hexapoda;Insecta;Pterygota;Palaeoptera;Odonata,#N/A,#N/A,#N/A,,,,Otu2583,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Chromadorea_XX; s__Chromadorea_XX+sp.,EF024613,99.43
Otu896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales,Otu896,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Polyporales,#N/A,#N/A,#N/A,,,,Otu2594,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Filenchus; s__Filenchus+sp.,KJ869338,91.03
Otu242,20,0,0,0,0,2,0,0,7,0,0,0,0,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,1,5,3,0,5,1,2,1,0,4,1,0,6,4,0,5,1,0,8,2,0,0,2,2,4,1,2,1,3,3,4,1,4,0,1,0,0,0,0,1,0,0,0,0,1,11,5,4,3,1,6,0,Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;Euglyphidae;Euglypha,Otu242,Eukaryota;SAR;Rhizaria;Cercozoa;Imbricatea;Silicofilosea;Euglyphida;Euglyphidae;Euglypha,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Imbricatea; o__Euglyphida; f__Euglyphidae; g__Sphenoderia; s__Sphenoderia+pseudominuta,KF539408,91.12,,,,Otu2630,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Aphelenchoides; s__Aphelenchoides+bicaudatus,AY284643,92.31
Otu773,0,0,0,0,0,0,11,0,0,1,5,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota,Otu773,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota,#N/A,#N/A,#N/A,,,,Otu2646,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Rotifera; o__Rotifera_X; f__Rotifera_XX; g__Rotaria; s__Rotaria+rotatoria,KF561104,97.71
